,Compound,Date,Negative,Neutral,News Channel,Positive,Tweet Text,Tweets Ago
140,-0.2263,Sun Sep 09 23:36:09 +0000 2018,0.917,0.083,@CBS,0.0,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",41
141,0.6705,Sun Sep 09 14:00:00 +0000 2018,0.744,0.0,@CBS,0.256,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,42
142,0.4215,Sat Sep 08 16:20:43 +0000 2018,0.851,0.0,@CBS,0.149,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,43
143,0.0,Sat Sep 08 00:00:00 +0000 2018,1.0,0.0,@CBS,0.0,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,44
144,-0.5411,Fri Sep 07 23:15:09 +0000 2018,0.712,0.196,@CBS,0.092,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",45
145,0.0,Fri Sep 07 21:50:51 +0000 2018,1.0,0.0,@CBS,0.0,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,46
146,-0.296,Thu Sep 06 22:10:49 +0000 2018,0.879,0.121,@CBS,0.0,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,47
147,0.4753,Thu Sep 06 19:00:01 +0000 2018,0.808,0.0,@CBS,0.192,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,48
148,0.0,Wed Sep 05 21:00:00 +0000 2018,1.0,0.0,@CBS,0.0,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,49
149,0.3612,Wed Sep 05 17:32:40 +0000 2018,0.889,0.0,@CBS,0.111,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,50
150,0.6908,Wed Sep 05 16:48:09 +0000 2018,0.467,0.0,@CBS,0.533,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",51
151,0.4215,Tue Sep 04 20:34:26 +0000 2018,0.865,0.0,@CBS,0.135,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,52
152,0.6514,Sat Sep 01 15:25:34 +0000 2018,0.829,0.0,@CBS,0.171,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,53
153,0.0,Fri Aug 31 21:26:49 +0000 2018,1.0,0.0,@CBS,0.0,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",54
154,0.0,Fri Aug 31 18:01:01 +0000 2018,1.0,0.0,@CBS,0.0,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",55
155,-0.6908,Thu Aug 30 19:45:51 +0000 2018,0.761,0.239,@CBS,0.0,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",56
156,0.6239,Thu Aug 30 15:32:47 +0000 2018,0.83,0.0,@CBS,0.17,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,57
157,0.0,Mon Aug 27 23:36:57 +0000 2018,1.0,0.0,@CBS,0.0,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",58
158,-0.4389,Fri Aug 24 20:30:16 +0000 2018,0.888,0.112,@CBS,0.0,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,59
159,0.0,Wed Aug 22 20:55:25 +0000 2018,1.0,0.0,@CBS,0.0,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",60
160,0.0,Wed Aug 22 20:10:12 +0000 2018,1.0,0.0,@CBS,0.0,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",61
161,0.5423,Mon Aug 20 21:59:56 +0000 2018,0.829,0.0,@CBS,0.171,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,62
162,0.3182,Fri Aug 17 17:42:02 +0000 2018,0.887,0.0,@CBS,0.113,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",63
163,0.0,Thu Aug 16 18:40:09 +0000 2018,1.0,0.0,@CBS,0.0,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,64
164,-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.72,0.188,@CBS,0.092,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,65
165,0.0,Sun Aug 12 23:30:02 +0000 2018,1.0,0.0,@CBS,0.0,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,66
166,0.4389,Sun Aug 12 15:04:59 +0000 2018,0.874,0.0,@CBS,0.126,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,67
167,-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.897,0.103,@CBS,0.0,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,68
168,0.4926,Sat Aug 11 15:00:02 +0000 2018,0.856,0.0,@CBS,0.144,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,69
169,0.8957,Fri Aug 10 22:28:55 +0000 2018,0.581,0.0,@CBS,0.419,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",70
170,0.0,Fri Aug 10 19:59:14 +0000 2018,1.0,0.0,@CBS,0.0,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",71
171,0.6696,Thu Aug 09 21:00:00 +0000 2018,0.745,0.0,@CBS,0.255,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,72
172,0.7901,Thu Aug 09 18:47:00 +0000 2018,0.72,0.0,@CBS,0.28,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,73
173,0.6696,Wed Aug 08 16:05:11 +0000 2018,0.791,0.0,@CBS,0.209,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",74
174,0.0,Tue Aug 07 16:06:57 +0000 2018,1.0,0.0,@CBS,0.0,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,75
175,0.3612,Mon Aug 06 00:20:55 +0000 2018,0.889,0.0,@CBS,0.111,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",76
176,0.7424,Mon Aug 06 00:07:38 +0000 2018,0.617,0.082,@CBS,0.3,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,77
177,0.3818,Mon Aug 06 00:02:58 +0000 2018,0.894,0.0,@CBS,0.106,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,78
178,0.5093,Mon Aug 06 00:02:02 +0000 2018,0.859,0.0,@CBS,0.141,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,79
179,0.0,Sun Aug 05 23:58:41 +0000 2018,1.0,0.0,@CBS,0.0,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",80
180,0.8316,Sun Aug 05 23:44:39 +0000 2018,0.694,0.0,@CBS,0.306,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…",81
181,0.0,Sun Aug 05 23:41:21 +0000 2018,1.0,0.0,@CBS,0.0,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…",82
182,0.5994,Sun Aug 05 23:35:49 +0000 2018,0.843,0.0,@CBS,0.157,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…",83
183,0.0,Sun Aug 05 23:35:46 +0000 2018,1.0,0.0,@CBS,0.0,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!,84
184,0.5826,Sun Aug 05 23:16:25 +0000 2018,0.827,0.0,@CBS,0.173,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!,85
185,-0.5093,Sun Aug 05 23:12:39 +0000 2018,0.798,0.202,@CBS,0.0,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…",86
186,0.0,Sun Aug 05 23:10:20 +0000 2018,1.0,0.0,@CBS,0.0,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…",87
187,0.6041,Sun Aug 05 23:05:58 +0000 2018,0.775,0.0,@CBS,0.225,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018",88
188,0.3802,Sun Aug 05 23:01:25 +0000 2018,0.853,0.0,@CBS,0.147,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018",89
189,-0.2057,Sun Aug 05 22:58:41 +0000 2018,0.917,0.083,@CBS,0.0,"RT @happytogether: ""We never wanted to create a show where people think ""Oh, did @Harry_Styles do that?"" -@benwinston on emphasizing that #…",90
190,0.0,Sun Aug 05 22:58:36 +0000 2018,1.0,0.0,@CBS,0.0,RT @happytogether: .@wayansjr is quick to point out that the characters in #HappyTogether are fictional. #CBS #TCA2018,91
191,-0.0572,Sun Aug 05 22:53:12 +0000 2018,0.936,0.064,@CBS,0.0,"RT @happytogether: ""@Harry_Styles became part of the family. We didn't want him to move out."" -@benwinston #CBS #HappyTogether #TCA18",92
192,-0.3612,Sun Aug 05 22:52:24 +0000 2018,0.82,0.121,@CBS,0.059,"RT @happytogether: ""It's about Cooper who wants nothing but normality and a boring life, and Jake and Claire, who want more excitement."" -@…",93
193,0.4939,Sun Aug 05 22:49:06 +0000 2018,0.862,0.0,@CBS,0.138,"RT @happytogether: ""It's loosely inspired (by the time @Harry_Styles lived with @benwinston), because if we put what actually happened on t…",94
194,0.0,Sun Aug 05 22:46:49 +0000 2018,1.0,0.0,@CBS,0.0,RT @happytogether: It's time for the #HappyTogether panel at the #CBS #TCA18! Follow along here!,95
195,0.4926,Sun Aug 05 22:32:37 +0000 2018,0.825,0.0,@CBS,0.175,RT @GodFriendedMe: Thanks for following along during the #GodFriendedMe panel at #CBS #TCA18—@HappyTogether is up next!,96
196,0.2732,Sun Aug 05 22:32:30 +0000 2018,0.877,0.0,@CBS,0.123,"RT @GodFriendedMe: ""You don't have to believe in God to believe in good."" 🙌@JOEtheMORTON #GodFriendedMe #CBS",97
197,0.2716,Sun Aug 05 22:16:36 +0000 2018,0.905,0.0,@CBS,0.095,RT @GodFriendedMe: “It’s incredibly important to us that we’re not a show that’s preachy or judgmental. Whether you believe or don’t believ…,98
198,-0.4973,Sun Aug 05 22:16:29 +0000 2018,0.867,0.133,@CBS,0.0,"RT @GodFriendedMe: ""Our feet are on the ground. Our characters are not angels, they’re not heavenly, they’re just real people. The 'opposin…",99
199,0.0,Sun Aug 05 22:16:19 +0000 2018,1.0,0.0,@CBS,0.0,RT @GodFriendedMe: Follow along with us as we live-tweet the #GodFriendedMe panel at #CBS #TCA18 with stars @hall_m_brandon @violettbeane @…,100
200,0.2263,Sun Sep 30 01:00:08 +0000 2018,0.853,0.0,@CNN,0.147,Only these 8 states require sex education classes to mention consent https://t.co/joJ5Fkhkan https://t.co/3VmFDbGc5L,1
201,0.4404,Sun Sep 30 00:31:16 +0000 2018,0.813,0.0,@CNN,0.187,Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown' revival -- playing a woman in… https://t.co/CaXmdL9s9b,2
202,-0.5267,Sun Sep 30 00:00:11 +0000 2018,0.804,0.196,@CNN,0.0,The attack on Facebook that exposed nearly 50 million users' information is the largest hack ever for the company… https://t.co/T2vOGRm0Ry,3
203,0.2263,Sat Sep 29 23:11:11 +0000 2018,0.909,0.0,@CNN,0.091,North Carolina is among the 8 states that require sex education classes to mention consent. A map in an earlier twe… https://t.co/GUCQpYwvBA,4
204,-0.4019,Sat Sep 29 23:00:09 +0000 2018,0.788,0.148,@CNN,0.064,"A 13-year-old boy was attacked Saturday by a shark while diving for lobsters in waters off Encinitas, California, a… https://t.co/jNMREHePwO",5
205,0.1027,Sat Sep 29 22:45:07 +0000 2018,0.765,0.107,@CNN,0.128,"Alas, an asteroid shaped like a skull is NOT going to zip by Earth this Halloween https://t.co/Va32inAu8z https://t.co/fYHvcOm0Bt",6
206,0.0,Sat Sep 29 22:30:11 +0000 2018,1.0,0.0,@CNN,0.0,"Nearly two years to the day after its inaugural march, thousands are expected to take to the streets again early ne… https://t.co/dzj1GMnykd",7
207,0.1027,Sat Sep 29 22:00:10 +0000 2018,0.849,0.066,@CNN,0.085,"JUST IN: Elon Musk agrees to pay $20 million and quit as Tesla chairman in deal with SEC
https://t.co/SIweOPR39g https://t.co/fluv7kgynH",8
208,0.0,Sat Sep 29 22:00:07 +0000 2018,1.0,0.0,@CNN,0.0,"Meet the ""Hurricane Cowboy"" who's rescuing animals in Florence's aftermath https://t.co/RkgzcXnl3A https://t.co/KgBHD2Pnbk",9
209,-0.3612,Sat Sep 29 21:46:03 +0000 2018,0.894,0.106,@CNN,0.0,Alyssa Milano says that while it was difficult to be in the room when Brett Kavanaugh and Christine Blasey Ford tes… https://t.co/dBXUbdEekE,10
210,0.5574,Sat Sep 29 21:28:04 +0000 2018,0.795,0.0,@CNN,0.205,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/wAvxOyw2ul,11
211,-0.2023,Sat Sep 29 21:14:21 +0000 2018,0.913,0.087,@CNN,0.0,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/HgiqqNBfto,12
212,-0.2023,Sat Sep 29 21:00:10 +0000 2018,0.833,0.102,@CNN,0.065,"The FBI has reached out to Deborah Ramirez, who has accused Brett Kavanaugh of inappropriate sexual behavior when t… https://t.co/WEbuyKazm7",13
213,0.1027,Sat Sep 29 20:31:05 +0000 2018,0.7,0.14,@CNN,0.16,Why the world's leaders may regret laughing at Donald Trump | By Nic Robertson for @CNNOpinion… https://t.co/OSqC3AWTmf,14
214,0.2942,Sat Sep 29 20:00:31 +0000 2018,0.846,0.0,@CNN,0.154,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/65FSnOOE7M https://t.co/O5nJzZCYM8",15
215,-0.4588,Sat Sep 29 19:31:06 +0000 2018,0.885,0.115,@CNN,0.0,"Ciham Ali Ahmed was imprisoned at 15 years old. Now six years later, her family says they don't know where she is o… https://t.co/07xI3uUH7M",16
216,-0.6486,Sat Sep 29 19:00:30 +0000 2018,0.798,0.202,@CNN,0.0,"It’s a devastating scene, and the reality of so many parents addicted to drugs. @lisaling gives us a heartbreaking… https://t.co/sXEhUoMmu6",17
217,0.2263,Sat Sep 29 18:31:05 +0000 2018,0.853,0.0,@CNN,0.147,Only these 8 states require sex education classes to mention consent https://t.co/iEMukcvLni https://t.co/tSeUG8ez0x,18
218,0.6597,Sat Sep 29 18:00:36 +0000 2018,0.748,0.0,@CNN,0.252,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/zjDnYO6jGI",19
219,-0.4019,Sat Sep 29 17:30:38 +0000 2018,0.863,0.137,@CNN,0.0,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/sSLpHYEdqC https://t.co/5iguBTXFez",20
220,-0.6705,Sat Sep 29 17:20:08 +0000 2018,0.769,0.231,@CNN,0.0,"Two police officers were killed in a shootout early Saturday in Brookhaven, Mississippi, a state official said. https://t.co/sWEwLdiMHf",21
221,0.4019,Sat Sep 29 16:30:13 +0000 2018,0.847,0.0,@CNN,0.153,"A 33-year-old vet went to the VA for help. Hours later, he took his own life. https://t.co/Fv9cfLdrE9",22
222,-0.7906,Sat Sep 29 16:00:10 +0000 2018,0.667,0.333,@CNN,0.0,At least 384 are dead and hundreds injured after a tsunami and earthquake in Indonesia https://t.co/6QMEFJopLb https://t.co/IYCYKfCIUU,23
223,0.4939,Sat Sep 29 15:46:07 +0000 2018,0.842,0.0,@CNN,0.158,"Leland Ingham Keyser, a friend of Christine Blasey Ford, is not refuting Ford's allegation and will cooperate with… https://t.co/TJafi07Kia",24
224,0.0,Sat Sep 29 15:17:19 +0000 2018,1.0,0.0,@CNN,0.0,Typhoon Trami is unleashing heavy winds and rain on southern Japan as it slowly marches toward the nation's main is… https://t.co/6mrQrfOpXW,25
225,0.1779,Sat Sep 29 14:01:06 +0000 2018,0.52,0.245,@CNN,0.234,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/qsWWdCkbp1",26
226,-0.7003,Sat Sep 29 13:46:06 +0000 2018,0.703,0.242,@CNN,0.055,Shockwaves from the massive bombing raids during World War II reached the edge of space and weakened the Earth's up… https://t.co/8KgMQNawGx,27
227,0.2732,Sat Sep 29 13:31:00 +0000 2018,0.884,0.0,@CNN,0.116,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/4LW4920YfF,28
228,-0.3182,Sat Sep 29 13:16:03 +0000 2018,0.887,0.113,@CNN,0.0,"Is Emmanuel Macron the new Tony Blair -- lauded abroad, mocked at home? | Analysis by CNN's Melissa Bell… https://t.co/Qss2RgsvMs",29
229,-0.7717,Sat Sep 29 13:01:12 +0000 2018,0.691,0.309,@CNN,0.0,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/SxpvzKORbT https://t.co/UESQOryY0Y",30
230,0.34,Sat Sep 29 12:46:06 +0000 2018,0.841,0.0,@CNN,0.159,"""Millions of Americans could follow live something that looked like a search for truth, but only on the surface. ..… https://t.co/nAkVIZdR96",31
231,-0.1779,Sat Sep 29 12:31:00 +0000 2018,0.922,0.078,@CNN,0.0,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/NLz9VFBdx5,32
232,0.25,Sat Sep 29 12:16:05 +0000 2018,0.796,0.08,@CNN,0.124,One of the women who confronted Sen. Jeff Flake in a Capitol elevator Friday said she hopes other Republican senato… https://t.co/GL6sJnfjpG,33
233,0.6124,Sat Sep 29 12:00:24 +0000 2018,0.75,0.0,@CNN,0.25,"Instagram-friendly food. Yes, please. #NoFilter. Travel to Asturias, Spain on an all-new #PartsUnknown, Sunday at 9… https://t.co/4uAoNu4idr",34
234,0.5574,Sat Sep 29 11:46:03 +0000 2018,0.795,0.0,@CNN,0.205,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/DIRC09z8tk,35
235,0.0,Sat Sep 29 11:31:00 +0000 2018,1.0,0.0,@CNN,0.0,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/PyxMF661f6,36
236,-0.5719,Sat Sep 29 11:16:02 +0000 2018,0.85,0.15,@CNN,0.0,An American flag shown on a livestream as it was shredded by the fury of Hurricane Florence is being auctioned to h… https://t.co/8WsJqWsBnN,37
237,0.0,Sat Sep 29 11:01:05 +0000 2018,1.0,0.0,@CNN,0.0,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GwmUQHSQW0,38
238,0.5719,Sat Sep 29 11:01:00 +0000 2018,0.802,0.0,@CNN,0.198,This Ohio town celebrated Christmas a few months early this year for a 2-year-old with brain cancer… https://t.co/FIO0Ia2eWO,39
239,-0.7351,Sat Sep 29 10:46:02 +0000 2018,0.744,0.256,@CNN,0.0,"An estimated 80,000 Americans died of flu and its complications last winter, the CDC says, making it the deadliest… https://t.co/S9vUosYzPB",40
240,0.2732,Sat Sep 29 10:31:00 +0000 2018,0.896,0.0,@CNN,0.104,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/pBImRwJDun,41
241,-0.7871,Sat Sep 29 10:16:23 +0000 2018,0.638,0.362,@CNN,0.0,4-year-old Florence didn't like sharing her name with a bad hurricane. So she did something about it.… https://t.co/xyubP5kQJJ,42
242,0.0,Sat Sep 29 10:01:03 +0000 2018,1.0,0.0,@CNN,0.0,"A newly discovered dinosaur species that's believed to have weighed 26,000 pounds was the largest land animal of it… https://t.co/9ECuIOr32E",43
243,-0.4588,Sat Sep 29 09:46:06 +0000 2018,0.592,0.27,@CNN,0.138,A health crisis turned this Trump voter into a Democrat supporter https://t.co/6fbxhN0Gq3 https://t.co/Pa6ykEVDGy,44
244,0.7351,Sat Sep 29 09:31:00 +0000 2018,0.64,0.0,@CNN,0.36,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/pSUda8DlDK",45
245,0.0,Sat Sep 29 09:16:04 +0000 2018,1.0,0.0,@CNN,0.0,"Researchers used a gene editing tool to wipe out a population of malaria-carrying mosquitoes in a lab, raising the… https://t.co/8CBwo1R2MV",46
246,0.0,Sat Sep 29 09:01:04 +0000 2018,1.0,0.0,@CNN,0.0,Here's what Jeff Flake just did -- and what it means for Brett Kavanaugh | Analysis by @CillizzaCNN… https://t.co/JCySrc71ZI,47
247,0.3612,Sat Sep 29 08:46:05 +0000 2018,0.894,0.0,@CNN,0.106,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childr… https://t.co/7eSkMCA6HC,48
248,0.4215,Sat Sep 29 08:32:00 +0000 2018,0.851,0.0,@CNN,0.149,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggere… https://t.co/7RA9NcPQgT,49
249,-0.2023,Sat Sep 29 08:31:00 +0000 2018,0.913,0.087,@CNN,0.0,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/nzC3Cnofq9,50
250,0.0,Sat Sep 29 08:16:02 +0000 2018,1.0,0.0,@CNN,0.0,The first case of rat hepatitis E has been discovered in a human https://t.co/lvjXReLtiT https://t.co/lX83xliAkt,51
251,0.0,Sat Sep 29 08:01:06 +0000 2018,1.0,0.0,@CNN,0.0,"He was the only one in his family to survive the Holocaust, and he's pushing Oregon state legislators to mandate th… https://t.co/WzvGKIqO9Q",52
252,0.0,Sat Sep 29 07:46:06 +0000 2018,1.0,0.0,@CNN,0.0,"With six months to go before Britain formally leaves the European Union, Brexit has never looked more baffling | An… https://t.co/LyMCpo7ZsR",53
253,-0.4019,Sat Sep 29 07:31:00 +0000 2018,0.863,0.137,@CNN,0.0,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/6aE9ZfLp25 https://t.co/enpatLCJkN",54
254,-0.2263,Sat Sep 29 07:16:06 +0000 2018,0.811,0.119,@CNN,0.07,"China challenges Trump, saying the country will not be ""blackmailed or yield to pressure"" on trade… https://t.co/gioWFMYrzQ",55
255,0.0,Sat Sep 29 07:06:02 +0000 2018,1.0,0.0,@CNN,0.0,Residents in a community north of St. Louis got some news this week they've long wanted to hear. Radioactive materi… https://t.co/iKftNAfkCR,56
256,0.0,Sat Sep 29 07:01:07 +0000 2018,1.0,0.0,@CNN,0.0,"Scientists may have uncovered an entire new whale species that lived millions of years ago. 

Bones found at a land… https://t.co/CPEci8kHtP",57
257,0.0,Sat Sep 29 06:46:02 +0000 2018,1.0,0.0,@CNN,0.0,Alexandria Ocasio-Cortez and Bernie Sanders are two of the biggest names in Democratic politics. Watch The Point wi… https://t.co/LU0hTZLkS6,58
258,0.6597,Sat Sep 29 06:31:00 +0000 2018,0.748,0.0,@CNN,0.252,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/SlWbYMBAVM",59
259,-0.91,Sat Sep 29 06:21:01 +0000 2018,0.545,0.455,@CNN,0.0,Federal prosecutors will seek the death penalty against the suspect in New York's deadliest terror incident since 9… https://t.co/ThwUJ8LqTj,60
260,0.6901,Sat Sep 29 06:16:04 +0000 2018,0.76,0.0,@CNN,0.24,"76% percent of registered voters say that Supreme Court appointments are ""very important"" to their vote in 2018, a… https://t.co/nFA4qx6dBP",61
261,-0.2023,Sat Sep 29 06:06:04 +0000 2018,0.917,0.083,@CNN,0.0,"""I wanted him to be a hero,"" says one of the women who confronted Arizona Sen. Jeff Flake in a Capitol elevator https://t.co/lmupJy9O9D",62
262,-0.2732,Sat Sep 29 06:01:05 +0000 2018,0.905,0.095,@CNN,0.0,"Ted Turner is battling Lewy body dementia, the CNN founder revealed in an interview that will air over the weekend… https://t.co/lujykXCSWx",63
263,0.3182,Sat Sep 29 06:01:00 +0000 2018,0.887,0.0,@CNN,0.113,"A woman who's paralyzed from the chest down can now consciously control her ability to walk, researchers say, thank… https://t.co/6Ok6iqysN1",64
264,0.0,Sat Sep 29 05:53:02 +0000 2018,1.0,0.0,@CNN,0.0,US elections observers in a fiercely-contested state governor election in Nigeria say they witnessed what appeared… https://t.co/bJkSuLEhuW,65
265,0.3612,Sat Sep 29 05:46:02 +0000 2018,0.857,0.0,@CNN,0.143,Stepping into this Seoul cafe feels like entering the black-and-white world of a cartoon https://t.co/fKJfO91Bp0 vi… https://t.co/pX1D1hCjb7,66
266,0.0,Sat Sep 29 05:46:00 +0000 2018,1.0,0.0,@CNN,0.0,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWYaYzt https://t.co/u55NzjyaCD,67
267,0.1531,Sat Sep 29 05:31:00 +0000 2018,0.882,0.0,@CNN,0.118,Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GhVv8 https://t.co/DpY14vwL6v,68
268,-0.7506,Sat Sep 29 05:27:37 +0000 2018,0.698,0.256,@CNN,0.047,"“I am tired of the daily chaos, the pettiness, the meanness that too often dominates the political discourse. We al… https://t.co/QvRbz5c5qZ",69
