,Compound,Date,Negative,Neutral,News Channel,Positive,Tweet Text,Tweets Ago
269,-0.6486,Sat Sep 29 05:16:07 +0000 2018,0.837,0.163,@CNN,0.0,Half of the world's killer whales could be wiped out before the end of the century -- and it's because of pollution… https://t.co/rAgxDbsEJ6,70
270,-0.8055,Sat Sep 29 05:03:25 +0000 2018,0.723,0.277,@CNN,0.0,At least 48 people are dead and more than 350 injured after a series of earthquakes and a tsunami hit the Indonesia… https://t.co/RwzaqL0XIV,71
271,0.0,Sat Sep 29 05:01:08 +0000 2018,1.0,0.0,@CNN,0.0,"Limiting kids' recreational screen time to less than 2 hours a day, along with sufficient sleep and physical activi… https://t.co/iRAX2JJTQD",72
272,0.0,Sat Sep 29 04:51:05 +0000 2018,1.0,0.0,@CNN,0.0,11 state lawmakers in Maryland have asked Montgomery County law enforcement officials to investigate the 36-year-ol… https://t.co/uTbEB6D1nr,73
273,0.5106,Sat Sep 29 04:46:06 +0000 2018,0.769,0.0,@CNN,0.231,A half-hearted cheer for Jeff Flake | By Noah Berlatsky via @CNNOpinion https://t.co/3kHtzmYg4O https://t.co/YGFg5fMJm1,74
274,0.2942,Sat Sep 29 04:31:00 +0000 2018,0.846,0.0,@CNN,0.154,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/tey6M6LEfv https://t.co/qTnnGcWILe",75
275,-0.6808,Sat Sep 29 04:16:02 +0000 2018,0.763,0.237,@CNN,0.0,"Two young children died in separate incidents after being left alone in hot cars Friday in Florida, police said… https://t.co/6aeNr8t73L",76
276,0.0,Sat Sep 29 03:46:05 +0000 2018,1.0,0.0,@CNN,0.0,"LeBron James' HBO documentary ""Student Athlete"" indicts the NCAA | By CNN's Brian Lowry 
 https://t.co/VDeFOmjHcf https://t.co/MDLnHlRiKD",77
277,0.5574,Sat Sep 29 03:31:05 +0000 2018,0.795,0.0,@CNN,0.205,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/RYoI1Yd4i8,78
278,0.0,Sat Sep 29 03:16:06 +0000 2018,1.0,0.0,@CNN,0.0,"This part of the brain holds the key to Ford's memory | By Robert M. Sapolsky, a professor of biology, neurology an… https://t.co/NOTPOuOOua",79
279,0.4939,Sat Sep 29 03:05:07 +0000 2018,0.862,0.0,@CNN,0.138,"RT @CNNTonight: Samantha Guerry says her longtime friend, Christine Blasey Ford says ""there's [political] agendas on both sides. The one pe…",80
280,-0.2235,Sat Sep 29 03:01:09 +0000 2018,0.683,0.204,@CNN,0.112,Israeli Prime Minister Benjamin Netanyahu would not commit to a two-state solution to Israel's ongoing conflict wit… https://t.co/GIHnLu5tfK,81
281,-0.5719,Sat Sep 29 02:56:17 +0000 2018,0.85,0.15,@CNN,0.0,An American flag shown on a livestream as it was shredded by the fury of Hurricane Florence is being auctioned to h… https://t.co/EE4Y8denkj,82
282,-0.4838,Sat Sep 29 02:53:08 +0000 2018,0.75,0.167,@CNN,0.083,"RT @CuomoPrimeTime: .@chriscuomo on a surprising end to a turbulent week: 

If senators could make something happen on an issue so ugly and…",83
283,0.4939,Sat Sep 29 02:52:50 +0000 2018,0.862,0.0,@CNN,0.138,"RT @CNNTonight: Samantha Guerry, a longtime friend of Christine Blasey Ford tells CNN's @DonLemon that the order for the FBI to investigate…",84
284,0.0,Sat Sep 29 02:46:07 +0000 2018,1.0,0.0,@CNN,0.0,"Washington's wild, unresolved week https://t.co/f79x6WHY6u https://t.co/W16MFofw5O",85
285,0.0,Sat Sep 29 02:31:02 +0000 2018,1.0,0.0,@CNN,0.0,Residents in a community north of St. Louis got some news this week they've longed wanted to hear. Radioactive mate… https://t.co/qCT8VjWfF0,86
286,0.34,Sat Sep 29 02:16:07 +0000 2018,0.841,0.0,@CNN,0.159,"""Millions of Americans could follow live something that looked like a search for truth, but only on the surface. ..… https://t.co/81quaeom0L",87
287,0.4391,Sat Sep 29 02:14:20 +0000 2018,0.83,0.0,@CNN,0.17,"RT @OutFrontCNN: Deborah Ford Peters, Christine Blasey Ford's sister-in-law on Kavanaugh: ""I felt like he was extremely defensive even to t…",88
288,-0.2263,Sat Sep 29 02:01:09 +0000 2018,0.905,0.095,@CNN,0.0,"A federal judge in Washington, DC, ruled that a lawsuit brought by more than 200 Democrats in Congress against Pres… https://t.co/R7e0jYZGYY",89
289,0.0,Sat Sep 29 02:01:00 +0000 2018,1.0,0.0,@CNN,0.0,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/YKb5O9WgfJ,90
290,0.4939,Sat Sep 29 01:59:49 +0000 2018,0.856,0.0,@CNN,0.144,RT @CuomoPrimeTime: Democrat @ChrisCoons describes the dramatic private conversation he had with Sen. Flake leading to an agreement for an…,91
291,0.0,Sat Sep 29 01:59:30 +0000 2018,1.0,0.0,@CNN,0.0,"RT @CuomoPrimeTime: Former Yale classmate of Brett Kavanaugh, Liz Swisher, describes him as “one of the beer drinking boys,” saying she nev…",92
292,-0.2732,Sat Sep 29 01:53:03 +0000 2018,0.905,0.095,@CNN,0.0,"Ted Turner is battling Lewy body dementia, the CNN founder revealed in an interview that will air over the weekend… https://t.co/8im8iY4DQf",93
293,0.0,Sat Sep 29 01:49:50 +0000 2018,1.0,0.0,@CNN,0.0,The last abortion clinic in Kentucky can stay open after a federal judge threw out a state law on licensing agreeme… https://t.co/O66Qb5GYLf,94
294,-0.886,Sat Sep 29 01:45:46 +0000 2018,0.606,0.394,@CNN,0.0,"At least one person died and 10 were injured, according to Indonesia's Disaster Management Agency, after a series o… https://t.co/JcvcWBAGNM",95
295,0.0,Sat Sep 29 01:41:05 +0000 2018,1.0,0.0,@CNN,0.0,"He was the only one in his family to survive the Holocaust, and he's pushing Oregon state legislators to mandate th… https://t.co/m8GZOV5qml",96
296,0.0,Sat Sep 29 01:36:00 +0000 2018,1.0,0.0,@CNN,0.0,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWXTnHV https://t.co/z279VXXjjS,97
297,0.0,Sat Sep 29 01:31:06 +0000 2018,1.0,0.0,@CNN,0.0,McDonald's is removing artificial additives from its burgers https://t.co/XiawloGSkD https://t.co/WPCdJlq4pS,98
298,0.2732,Sat Sep 29 01:26:00 +0000 2018,0.896,0.0,@CNN,0.104,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/ttyGjlJI28,99
299,0.0,Sat Sep 29 01:21:03 +0000 2018,1.0,0.0,@CNN,0.0,Democrats seize on circumstantial July 1 theory for Kavanaugh and Ford | Analysis by CNN's Z. Byron Wolf… https://t.co/20chDzhvrO,100
300,0.5919,Sun Sep 30 01:43:00 +0000 2018,0.788,0.0,@Foxnews,0.212,"SUNDAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p E… https://t.co/pBAGl2huuZ",1
301,-0.296,Sun Sep 30 01:40:00 +0000 2018,0.708,0.175,@Foxnews,0.118,Sen. @LindseyGrahamSC says McCain's anger at Kavanaugh hearing 'would have made me look like a choir boy' https://t.co/YYpdwDLimf,2
302,-0.25,Sun Sep 30 01:30:00 +0000 2018,0.696,0.184,@Foxnews,0.12,"Shark attacks spark concern for Cape Cod beachgoers: 'They're eating our children'
https://t.co/ABVyrQGBj9",3
303,0.6808,Sun Sep 30 01:20:00 +0000 2018,0.641,0.0,@Foxnews,0.359,"Texas Senate race between @TedCruz, @BetoORourke generating excitement, boosting congressional races. https://t.co/mW9O5UiY4G",4
304,0.7906,Sun Sep 30 01:16:59 +0000 2018,0.696,0.0,@Foxnews,0.304,"Rep. @DevinNunes: ""When you take a Supreme Court justice, and you have senators talking about high school yearbooks… https://t.co/Mi5ENqhUGo",5
305,0.0,Sun Sep 30 01:11:31 +0000 2018,1.0,0.0,@Foxnews,0.0,".@JudgeJeanine: ""The establishment Republicans have buckled, caved and bowed to the Democrats."" https://t.co/bR7nbTuMe4",6
306,0.0,Sun Sep 30 01:05:00 +0000 2018,1.0,0.0,@Foxnews,0.0,"Speaking with reporters at the @WhiteHouse before his departure to West Virginia for a rally Saturday, President… https://t.co/jcHMMhpEsu",7
307,0.0,Sun Sep 30 00:55:00 +0000 2018,1.0,0.0,@Foxnews,0.0,"Russia, North Korea use UN General Assembly to blast US. https://t.co/xikiCMnDe5",8
308,-0.5994,Sun Sep 30 00:51:15 +0000 2018,0.769,0.231,@Foxnews,0.0,".@SebGorka: ""This is politics in 2018 and it should disgust all Americans."" @WattersWorld https://t.co/9nGcz8FNzN",9
309,-0.6369,Sun Sep 30 00:46:54 +0000 2018,0.729,0.271,@Foxnews,0.0,"Trump defends Kavanaugh, derides Dems for shameful conduct and socialist shift during West Virginia rally. https://t.co/qQm4MwmD95",10
310,0.0,Sun Sep 30 00:42:04 +0000 2018,1.0,0.0,@Foxnews,0.0,".@POTUS: ""Together we are taking back our country, and returning power to where it belongs—to the American people.""… https://t.co/zSGySvpSJk",11
311,0.7073,Sun Sep 30 00:30:33 +0000 2018,0.755,0.0,@Foxnews,0.245,".@POTUS on North Korea: ""Now we have this great relationship, let's see what happens."" https://t.co/Hb6tsSeyTI https://t.co/q0AqhZB80g",12
312,0.3384,Sun Sep 30 00:22:19 +0000 2018,0.854,0.0,@Foxnews,0.146,".@POTUS on trade: ""China, we're taking them on very strongly. First time ever."" https://t.co/Hb6tsSeyTI https://t.co/h0fKLMScW6",13
313,0.4168,Sun Sep 30 00:18:09 +0000 2018,0.835,0.0,@Foxnews,0.165,".@POTUS: ""Republicans believe America should be a sanctuary for law abiding Americans, not criminal aliens.""… https://t.co/DukJfuysuc",14
314,-0.3182,Sun Sep 30 00:12:00 +0000 2018,0.874,0.126,@Foxnews,0.0,"TOMORROW: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition… https://t.co/fwJI1D3sLY",15
315,0.0,Sun Sep 30 00:08:49 +0000 2018,1.0,0.0,@Foxnews,0.0,".@POTUS on Sen. @CoryBooker: ""He ran Newark, New Jersey, into the ground and now he wants to be president.""… https://t.co/TF1FLbmPKZ",16
316,0.0,Sun Sep 30 00:02:10 +0000 2018,1.0,0.0,@Foxnews,0.0,".@POTUS on the border wall: ""We're building it...we'll get it finished."" https://t.co/IBcnOJrLHo",17
317,0.6087,Sat Sep 29 23:41:58 +0000 2018,0.801,0.0,@Foxnews,0.199,".@POTUS: ""A vote to confirm Judge Kavanaugh is a vote to confirm one of the most accomplished legal minds of our ti… https://t.co/YJqvAitmI1",18
318,-0.4131,Sat Sep 29 23:36:35 +0000 2018,0.745,0.166,@Foxnews,0.089,".@POTUS on @SenFeinstein's response that she didn't leak the Ford document: ""That was really bad body language. Who… https://t.co/v5mi6skXKo",19
319,0.7579,Sat Sep 29 23:31:15 +0000 2018,0.606,0.0,@Foxnews,0.394,".@POTUS: ""America is winning again and America is respected again."" https://t.co/Hb6tsSeyTI https://t.co/ICF0xKg7Da",20
320,0.0,Sat Sep 29 23:22:15 +0000 2018,1.0,0.0,@Foxnews,0.0,.@POTUS holds a rally in West Virginia. https://t.co/SLhMJLDbjm https://t.co/XZtJHSYDmu,21
321,0.0,Sat Sep 29 23:20:00 +0000 2018,1.0,0.0,@Foxnews,0.0,"NEW: White House instructs FBI to question first two Kavanaugh accusers, but not the third, according to a report. https://t.co/labjueHstw",22
322,-0.296,Sat Sep 29 23:15:00 +0000 2018,0.804,0.196,@Foxnews,0.0,"North Carolina residents should avoid Florence-affected waters, officials say. https://t.co/OJtMuNGD58",23
323,0.4939,Sat Sep 29 23:09:06 +0000 2018,0.775,0.0,@Foxnews,0.225,"'It Was Heartbreaking': Friend of Kavanaugh Reacts to Hearings, FBI Probe. https://t.co/ZDOJPImbEz",24
324,-0.296,Sat Sep 29 22:52:00 +0000 2018,0.708,0.175,@Foxnews,0.118,.@kayleighmcenany: Kavanaugh horror show is what Washington will look like if Democrats take back power. (via… https://t.co/tj5Ljdexr2,25
325,0.1531,Sat Sep 29 22:45:00 +0000 2018,0.585,0.165,@Foxnews,0.25,Canadian woman’s text to the wrong number brings a kind stranger to family wake. https://t.co/ImY62ql3MG,26
326,-0.8885,Sat Sep 29 22:35:00 +0000 2018,0.489,0.511,@Foxnews,0.0,"Indiana couple whose baby died after ingesting meth arrested, charged with neglect, police say. https://t.co/fjoqRvCOS5",27
327,0.0,Sat Sep 29 22:25:00 +0000 2018,1.0,0.0,@Foxnews,0.0,'Don't Lie to Me': Barbra Streisand Blasts President Trump in Song Off 'Walls' Album. https://t.co/3lrA4P2bTX,28
328,-0.6486,Sat Sep 29 22:19:40 +0000 2018,0.71,0.29,@Foxnews,0.0,"Texas man reportedly attacked by two pit bulls loses both ears, graphic photos show. https://t.co/ZjnxT3fvdu",29
329,0.296,Sat Sep 29 22:07:00 +0000 2018,0.714,0.11,@Foxnews,0.176,FBI contacts 2nd Kavanaugh accuser; Trump says extra scrutiny may be 'blessing in disguise' https://t.co/fhFraiQleR,30
330,-0.1027,Sat Sep 29 22:05:53 +0000 2018,0.928,0.072,@Foxnews,0.0,"JUST IN: Elon Musk to step down as chairman of @Tesla, pay $20M in penalties in SEC settlement. https://t.co/oBC45qnEAB",31
331,0.0,Sat Sep 29 22:05:00 +0000 2018,1.0,0.0,@Foxnews,0.0,SUNDAY: Fox News goes inside the Kavanaugh nomination and next steps. Tune in for live coverage starting at 9p ET. https://t.co/K7ydliMVic,32
332,0.0191,Sat Sep 29 21:59:00 +0000 2018,0.858,0.069,@Foxnews,0.073,SUNDAY: Don't miss @PressSec's exclusive interview on @FoxNewsSunday. Check your local listings and tune in at 2p a… https://t.co/WEQfex0AEE,33
333,0.0,Sat Sep 29 21:52:43 +0000 2018,1.0,0.0,@Foxnews,0.0,"Season 7 of 'Last Man Standing' debuts on new network, Fox, to big Friday-night ratings. https://t.co/VIkrurfqVs",34
334,0.0516,Sat Sep 29 21:40:00 +0000 2018,0.769,0.111,@Foxnews,0.12,".@POTUS: ""I would like to find out as part of [the FBI investigation] who leaked the papers."" https://t.co/fDY5XEezMK",35
335,0.0,Sat Sep 29 21:35:00 +0000 2018,1.0,0.0,@Foxnews,0.0,".@POTUS on FBI investigation into Judge Kavanaugh: ""Having them do a thorough investigation, I actually think will… https://t.co/l9N96G72yC",36
336,0.7906,Sat Sep 29 21:29:56 +0000 2018,0.533,0.0,@Foxnews,0.467,".@POTUS on Kavanaugh: ""He's a good man. He's a great judge."" https://t.co/qjDPyRwY8V",37
337,0.5106,Sat Sep 29 21:24:58 +0000 2018,0.852,0.0,@Foxnews,0.148,".@POTUS on FBI investigation into Judge Kavanaugh: ""They have free rein. They're going to do whatever they have to… https://t.co/7MMrhrYxXB",38
338,0.0,Sat Sep 29 21:16:22 +0000 2018,1.0,0.0,@Foxnews,0.0,.@POTUS departs Andrews Air Force Base en route to a rally in West Virginia. Tune in to Fox News Channel for LIVE c… https://t.co/FsoyIf4wqJ,39
339,-0.765,Sat Sep 29 21:06:02 +0000 2018,0.663,0.337,@Foxnews,0.0,.@SteveHiltonx: Kavanaugh hearing shows divisive Democrats must be defeated before they destroy America. (via… https://t.co/dQzAyuDwhp,40
340,0.0,Sat Sep 29 20:55:44 +0000 2018,1.0,0.0,@Foxnews,0.0,"The 7.5 magnitude earthquake in Indonesia triggered a massive tsunami, leaving at least 300 dead.… https://t.co/mn4rkG4MBB",41
341,0.0,Sat Sep 29 20:50:42 +0000 2018,1.0,0.0,@Foxnews,0.0,"NYC airport workers to earn nation's highest minimum wage.
https://t.co/og3aG0vfp0",42
342,-0.1779,Sat Sep 29 20:43:46 +0000 2018,0.914,0.086,@Foxnews,0.0,"Lindsay Lohan gets punched in the face after accusing refugee parents of trafficking, trying to take the kids. https://t.co/NnLJMQhAAL",43
343,0.5106,Sat Sep 29 20:27:13 +0000 2018,0.809,0.0,@Foxnews,0.191,Dog in Virginia possibly 'clawed' its way out of plastic bag prior to rescue. https://t.co/gvv7K7w1K0,44
344,-0.7269,Sat Sep 29 20:16:08 +0000 2018,0.617,0.326,@Foxnews,0.057,"New details: Boy, 13, attacked by shark in San Diego County during diving trip, suffers serious injuries. https://t.co/HW7WjVPreE",45
345,-0.3182,Sat Sep 29 20:00:41 +0000 2018,0.85,0.15,@Foxnews,0.0,Sen. @JeffFlake defends call for Kavanaugh delay: 'We're coming apart at the seams' https://t.co/2mhgYVqgwO,46
346,-0.6705,Sat Sep 29 19:52:00 +0000 2018,0.64,0.36,@Foxnews,0.0,Two police officers killed after shootout in Mississippi. https://t.co/rHXSCtvOQA,47
347,0.0,Sat Sep 29 19:45:20 +0000 2018,1.0,0.0,@Foxnews,0.0,"BREAKING: FBI contacts second Kavanaugh accuser, Deborah Ramirez, as part of newly authorized investigation. https://t.co/l52xQrtZyJ",48
348,0.0,Sat Sep 29 19:37:57 +0000 2018,1.0,0.0,@Foxnews,0.0,".@VP Mike Pence takes the stage with his son, @USMC 1st Lt. Michael Pence (left), who was among seven aviators earn… https://t.co/SAsar44Tgy",49
349,-0.7906,Sat Sep 29 19:22:40 +0000 2018,0.533,0.467,@Foxnews,0.0,Florida woman arrested in hot-car death of 1-year-old daughter. https://t.co/Frl2V2NtRx,50
350,-0.5423,Sat Sep 29 19:09:22 +0000 2018,0.821,0.179,@Foxnews,0.0,.@JohnFund: Kavanaugh debate is exactly why our founders thought early voting was a bad idea. (via @FoxNewsOpinion) https://t.co/pcmEty1SXe,51
351,0.2023,Sat Sep 29 18:54:21 +0000 2018,0.899,0.0,@Foxnews,0.101,North Korea agrees to dismantle nuclear site if U.S. reduces ground forces in South Korea. https://t.co/wh2tz8WlrY https://t.co/cpHr75SfxS,52
352,0.5919,Sat Sep 29 18:42:00 +0000 2018,0.788,0.0,@Foxnews,0.212,"SUNDAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p E… https://t.co/s3iuLjWduD",53
353,-0.8519,Sat Sep 29 18:40:00 +0000 2018,0.518,0.482,@Foxnews,0.0,"Sarah Palin's eldest son, Track, arrested on domestic violence charges, police say. https://t.co/cK8MSHsAoh",54
354,0.2732,Sat Sep 29 18:30:59 +0000 2018,0.778,0.078,@Foxnews,0.144,Facebook announced nearly 50 million accounts were exposed during a major security breach. @Jeff_Journalist reports… https://t.co/FQtuYGxQ1P,55
355,-0.7269,Sat Sep 29 18:20:00 +0000 2018,0.58,0.357,@Foxnews,0.063,"Boy, 13, attacked by shark in San Diego County during diving trip, suffers serious injuries. https://t.co/HW7WjVPreE",56
356,0.0,Sat Sep 29 18:14:00 +0000 2018,1.0,0.0,@Foxnews,0.0,"TONIGHT: @POTUS holds a rally in Wheeling, West Virginia at 7p ET. Tune in to Fox News Channel for LIVE coverage. https://t.co/FBWGoxLf2Y",57
357,-0.0762,Sat Sep 29 18:07:00 +0000 2018,0.733,0.141,@Foxnews,0.126,North Korean foreign minister says country will never disarm nuclear weapons without trust in US https://t.co/qfB66jzgL3,58
358,0.0,Sat Sep 29 18:00:00 +0000 2018,1.0,0.0,@Foxnews,0.0,Kanye West announces his new name is 'Ye' ahead of 'SNL' appearance https://t.co/cQJMFSHF4e,59
359,0.0,Sat Sep 29 17:55:00 +0000 2018,1.0,0.0,@Foxnews,0.0,Joanna Gaines and Jenna Bush Hager attend Reese Witherspoon's book launch in Texas https://t.co/VHNMtBFdGD,60
360,0.0,Sat Sep 29 17:50:00 +0000 2018,1.0,0.0,@Foxnews,0.0,"This Texas man and his ""backup dancers"" were never out of step with each other. https://t.co/ltcHo8yDWn",61
361,0.6597,Sat Sep 29 17:40:00 +0000 2018,0.748,0.0,@Foxnews,0.252,"REFRESHING: Thunder, a dog in Illinois, has upgraded from a water bowl. This clever pooch gets water straight from… https://t.co/yassu7iQ3h",62
362,-0.3182,Sat Sep 29 17:36:52 +0000 2018,0.813,0.187,@Foxnews,0.0,Cassidy: FBI Should Investigate Dems' Efforts to Delay Kavanaugh Confirmation https://t.co/uGQtDmZ7QV,63
363,-0.4019,Sat Sep 29 17:35:00 +0000 2018,0.769,0.231,@Foxnews,0.0,LOOK: Pelosi Calls Republicans 'Despicable' in Misleading Fundraising Email https://t.co/jkYCNrIvvN,64
364,0.5319,Sat Sep 29 17:30:00 +0000 2018,0.76,0.0,@Foxnews,0.24,SEAL SLAP: A kayaker in New Zealand had a surprise visitor — who smacked him with an octopus. https://t.co/Wj71D7kK8u,65
365,0.1531,Sat Sep 29 17:23:00 +0000 2018,0.585,0.165,@Foxnews,0.25,Canadian woman’s text to the wrong number brings a kind stranger to family wake https://t.co/ImY62q3sV8,66
366,-0.7506,Sat Sep 29 17:15:00 +0000 2018,0.672,0.277,@Foxnews,0.05,".@MichelleObama: “I am tired of the daily chaos, the pettiness, the meanness that too often dominates the political… https://t.co/5cx4k96pnU",67
367,0.0,Sat Sep 29 17:05:00 +0000 2018,1.0,0.0,@Foxnews,0.0,'Last Man Standing' star Tim Allen says it's 'nobody's business' what he thinks about politics https://t.co/PYtsqdgVqJ,68
368,0.2263,Sat Sep 29 16:58:36 +0000 2018,0.787,0.0,@Foxnews,0.213,Soldier Returning from Afghanistan Surprises 5-Year-Old Daughter https://t.co/jlJ5J5F0J5,69
369,0.3818,Sat Sep 29 16:51:00 +0000 2018,0.88,0.0,@Foxnews,0.12,The U.S. Navy Blue Angels perform a dynamic aerial maneuver during the 2018 Marine Corps Air Station Miramar Air Sh… https://t.co/0odXp96Nij,70
370,0.0772,Sat Sep 29 16:44:54 +0000 2018,0.874,0.0,@Foxnews,0.126,"Paralyzed patients take first steps after implant, intense rehab https://t.co/yzYR8uZuqx",71
371,0.0,Sat Sep 29 16:40:32 +0000 2018,1.0,0.0,@Foxnews,0.0,RT @FoxBusiness: World's first flying car about to go on sale  https://t.co/SgxFQnF9g8,72
372,0.5423,Sat Sep 29 16:40:11 +0000 2018,0.72,0.0,@Foxnews,0.28,RT @FoxBusiness: Americans' optimism on economy near two-decade high  https://t.co/csUQIam7xq,73
373,0.5719,Sat Sep 29 16:39:48 +0000 2018,0.778,0.0,@Foxnews,0.222,RT @FoxBusiness: Boeing wins $2.4 billion Air Force contract for new Huey helicopter https://t.co/d0edWlGE2k,74
374,0.1027,Sat Sep 29 16:22:51 +0000 2018,0.773,0.105,@Foxnews,0.123,"Critical moments for our country need real, smart coverage. That’s why for the Kavanaugh hearings, more Americans t… https://t.co/WCUfEvNPzO",75
375,-0.296,Sat Sep 29 16:13:12 +0000 2018,0.885,0.115,@Foxnews,0.0,'Jeff Flake Has No Spine': Bongino Says Lawmaker 'Sold Out the GOP' With Call for Kavanaugh Probe https://t.co/kqu0nB29BS,76
376,0.5386,Sat Sep 29 16:09:54 +0000 2018,0.764,0.055,@Foxnews,0.181,"Steve Pomerantz: “The FBI never reaches a conclusion, but hopefully they provide enough information within their re… https://t.co/VYdcCKVW9j",77
377,0.4939,Sat Sep 29 16:00:20 +0000 2018,0.775,0.0,@Foxnews,0.225,"'It Was Heartbreaking': Friend of Kavanaugh Reacts to Hearings, FBI Probe https://t.co/tkfpfIpSav",78
378,0.0191,Sat Sep 29 15:54:35 +0000 2018,0.858,0.069,@Foxnews,0.073,SUNDAY: Don't miss @PressSec's exclusive interview on @FoxNewsSunday. Check your local listings and tune in at 2p a… https://t.co/bZxOvLEosK,79
379,-0.5267,Sat Sep 29 15:53:09 +0000 2018,0.614,0.386,@Foxnews,0.0,Michael Moore slams ex-wife's lawsuit as a 'smear campaign' https://t.co/Uq9cyfzNAj,80
380,-0.5106,Sat Sep 29 15:45:50 +0000 2018,0.699,0.301,@Foxnews,0.0,Maryland authorities say they'll investigate Kavanaugh -- if a victim files a complaint https://t.co/MOUtqsYuNL,81
381,-0.5859,Sat Sep 29 15:24:32 +0000 2018,0.542,0.343,@Foxnews,0.114,Amal Clooney fights to have imprisoned journalists pardoned at UN conference https://t.co/BsLmzLYxz7,82
382,-0.1779,Sat Sep 29 15:21:35 +0000 2018,0.541,0.222,@Foxnews,0.238,Joshua Rogers: I tried to help two hostages escape terrorists. Here's what happened https://t.co/lqmv8F0li1,83
383,-0.5423,Sat Sep 29 15:09:43 +0000 2018,0.741,0.259,@Foxnews,0.0,"Peter Navarro: “NAFTA was a tremendous, tremendous harm to this country.” https://t.co/HA7OpayWcz",84
384,0.7351,Sat Sep 29 15:01:25 +0000 2018,0.763,0.0,@Foxnews,0.237,Peter Navarro: “Most of the big issues are solved with Canada. It’s a great deal for all three countries in that it… https://t.co/JN060VIVzo,85
385,-0.3412,Sat Sep 29 14:50:25 +0000 2018,0.901,0.099,@Foxnews,0.0,"Peter Navarro: “At the end of the day, this president is not going to take a deal that’s not good for this county.” https://t.co/R48KVRd34T",86
386,0.0,Sat Sep 29 14:42:58 +0000 2018,1.0,0.0,@Foxnews,0.0,.@repcleaver: “What we saw yesterday was an undignified dogfight parading as a hearing.” https://t.co/AT6o6lClnR,87
387,0.0,Sat Sep 29 14:38:40 +0000 2018,1.0,0.0,@Foxnews,0.0,".@repcleaver: “Both sides, Republicans and Democrats, went into the hearing saying, ‘the other side has a closed mi… https://t.co/aqf5rfYE9x",88
388,-0.296,Sat Sep 29 14:26:10 +0000 2018,0.693,0.183,@Foxnews,0.124,Graham says McCain's anger at Kavanaugh hearing 'would have made me look like a choir boy' https://t.co/cRKfSPBbPY,89
389,-0.3182,Sat Sep 29 14:13:00 +0000 2018,0.874,0.126,@Foxnews,0.0,"TOMORROW: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition… https://t.co/kJkVzzybcw",90
390,0.0,Sat Sep 29 14:10:11 +0000 2018,1.0,0.0,@Foxnews,0.0,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/Lqu82OcuQD,91
391,-0.1779,Sat Sep 29 14:05:08 +0000 2018,0.667,0.193,@Foxnews,0.141,Bride surprises groom with first look at his mother’s grave https://t.co/RNgniKBo89,92
392,0.8398,Sat Sep 29 14:02:17 +0000 2018,0.609,0.0,@Foxnews,0.391,.@SteveDoocy and his new ‘The Happy Cookbook’ -- Want an instant happy place? Make a pot roast! https://t.co/Z1up344276,93
393,-0.765,Sat Sep 29 13:50:27 +0000 2018,0.577,0.423,@Foxnews,0.0,JUST IN: Two police officers dead following confrontation in Mississippi https://t.co/VYRX0Q1rmg,94
394,0.0,Sat Sep 29 13:41:17 +0000 2018,1.0,0.0,@Foxnews,0.0,Shark in Bahamas tries eating fisherman's boat motor https://t.co/Suc975UA9b,95
395,0.6486,Sat Sep 29 13:31:40 +0000 2018,0.762,0.0,@Foxnews,0.238,".@RepGoodlatte: “I issued a subpoena to the Justice Department, compelling them to issue the McCabe memos to the Co… https://t.co/WUYJaTUAwZ",96
396,0.5423,Sat Sep 29 13:20:00 +0000 2018,0.727,0.0,@Foxnews,0.273,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/akpqU5c3DU",97
397,0.5423,Sat Sep 29 13:16:41 +0000 2018,0.727,0.0,@Foxnews,0.273,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/AdMpCaO0bB",98
398,0.0772,Sat Sep 29 13:15:00 +0000 2018,0.654,0.159,@Foxnews,0.187,"Wanda Sykes' Trump jokes lead to heckling, walkouts https://t.co/2QiOEGpXMd",99
399,0.3802,Sat Sep 29 13:03:54 +0000 2018,0.895,0.0,@Foxnews,0.105,RT @foxnation: Word is spreading fast about Fox Nation! Watch our new national ad and be sure to sign up for updates: https://t.co/N6LRGAVR…,100
